ordernumber,orderdate,city,state,territory,postalcode,productcode,productline,quantityordered,priceeach,msrp,sales,sales_pred_rf,ano,mes,dia_semana,error_prediccion,porcentaje_error_prediccion
10287,2004-08-30,Gensve,No asignado,EMEA,1203,S12_1099,Classic Cars,21,100.0,194,3432.24,3639.65,2004,8,Monday,207.41,0.06
10300,2003-10-04,Frankfurt,No asignado,EMEA,60528,S12_1099,Classic Cars,33,100.0,194,5521.89,6133.39,2003,10,Saturday,611.5,0.11
10310,2004-10-16,Koln,No asignado,EMEA,50739,S12_1099,Classic Cars,33,100.0,194,6934.62,6133.39,2004,10,Saturday,-801.23,-0.12
10320,2004-11-03,Lule,No asignado,EMEA,S-958 22,S12_1099,Classic Cars,31,100.0,194,6876.11,6336.72,2004,11,Wednesday,-539.39,-0.08
10329,2004-11-15,NYC,NY,No asignado,10022,S12_1099,Classic Cars,41,71.47,194,2930.27,2939.24,2004,11,Monday,8.97,0.0
10341,2004-11-24,Salzburg,No asignado,EMEA,5020,S12_1099,Classic Cars,45,79.65,194,3584.25,3590.12,2004,11,Wednesday,5.87,0.0
10363,2005-01-06,Espoo,No asignado,EMEA,FIN-02271,S12_1099,Classic Cars,33,85.39,194,2817.87,2824.09,2005,1,Thursday,6.22,0.0
10375,2005-02-03,Nantes,No asignado,EMEA,44000,S12_1099,Classic Cars,45,76.0,194,3420.0,3418.38,2005,2,Thursday,-1.62,-0.0
10389,2005-03-03,Boras,No asignado,EMEA,S-844 67,S12_1099,Classic Cars,26,99.04,194,2575.04,2621.66,2005,3,Thursday,46.62,0.02
10419,2005-05-17,Salzburg,No asignado,EMEA,5020,S12_1099,Classic Cars,12,100.0,194,1961.28,3435.06,2005,5,Tuesday,1473.78,0.75
10105,2003-02-11,Kobenhavn,No asignado,EMEA,1734,S12_1108,Classic Cars,41,100.0,207,8690.36,7552.52,2003,2,Tuesday,-1137.84,-0.13
10117,2003-04-16,Singapore,No asignado,Japan,79903,S12_1108,Classic Cars,33,100.0,207,6034.38,6345.55,2003,4,Wednesday,311.17,0.05
10127,2003-06-03,NYC,NY,No asignado,10022,S12_1108,Classic Cars,46,100.0,207,11279.2,9022.49,2003,6,Tuesday,-2256.71,-0.2
10142,2003-08-08,San Rafael,CA,No asignado,97562,S12_1108,Classic Cars,33,100.0,207,8023.29,5841.73,2003,8,Friday,-2181.56,-0.27
10153,2003-09-28,Madrid,No asignado,EMEA,28034,S12_1108,Classic Cars,20,100.0,207,4904.0,4193.56,2003,9,Sunday,-710.44,-0.14
10165,2003-10-22,Singapore,No asignado,Japan,79903,S12_1108,Classic Cars,44,100.0,207,8594.52,8965.18,2003,10,Wednesday,370.66,0.04
10176,2003-11-06,Reggio Emilia,No asignado,EMEA,42100,S12_1108,Classic Cars,33,100.0,207,7474.5,6693.68,2003,11,Thursday,-780.82,-0.1
10185,2003-11-14,New Bedford,MA,No asignado,50553,S12_1108,Classic Cars,21,100.0,207,3883.74,4281.39,2003,11,Friday,397.65,0.1
10196,2003-11-26,New Haven,CT,No asignado,97823,S12_1108,Classic Cars,47,100.0,207,8887.7,9030.67,2003,11,Wednesday,142.97,0.02
10208,2004-01-02,Lyon,No asignado,EMEA,69004,S12_1108,Classic Cars,46,100.0,207,8602.92,9163.78,2004,1,Friday,560.86,0.07
10220,2004-02-12,Dublin,No asignado,EMEA,2,S12_1108,Classic Cars,32,100.0,207,7181.44,6517.94,2004,2,Thursday,-663.5,-0.09
10231,2004-03-19,Madrid,No asignado,EMEA,28023,S12_1108,Classic Cars,42,100.0,207,8378.58,7195.61,2004,3,Friday,-1182.97,-0.14
10247,2004-05-05,Espoo,No asignado,EMEA,FIN-02271,S12_1108,Classic Cars,44,100.0,207,10606.2,9096.86,2004,5,Wednesday,-1509.34,-0.14
10272,2004-07-20,Allentown,PA,No asignado,70267,S12_1108,Classic Cars,35,100.0,207,5818.4,6255.99,2004,7,Tuesday,437.59,0.08
10282,2004-08-20,San Rafael,CA,No asignado,97562,S12_1108,Classic Cars,41,100.0,207,7071.27,7301.86,2004,8,Friday,230.59,0.03
10293,2004-09-09,Torino,No asignado,EMEA,10100,S12_1108,Classic Cars,46,100.0,207,8411.56,9163.78,2004,9,Thursday,752.22,0.09
10306,2004-10-14,Manchester,Isle of Wight,EMEA,EC2 5NT,S12_1108,Classic Cars,31,100.0,207,6570.76,6611.08,2004,10,Thursday,40.32,0.01
10314,2004-10-22,Aaarhus,No asignado,EMEA,8200,S12_1108,Classic Cars,38,100.0,207,7975.44,7494.54,2004,10,Friday,-480.9,-0.06
10325,2004-11-05,Stavern,No asignado,EMEA,4110,S12_1108,Classic Cars,42,64.0,207,2688.0,2685.71,2004,11,Friday,-2.29,-0.0
10336,2004-11-20,Paris,No asignado,EMEA,75012,S12_1108,Classic Cars,33,57.22,207,1888.26,1878.06,2004,11,Saturday,-10.2,-0.01
10348,2004-11-01,Madrid,No asignado,EMEA,28023,S12_1108,Classic Cars,48,52.36,207,2513.28,2517.75,2004,11,Monday,4.47,0.0
10359,2004-12-15,Reims,No asignado,EMEA,51100,S12_1108,Classic Cars,42,100.0,207,4764.48,7206.42,2004,12,Wednesday,2441.94,0.51
10371,2005-01-23,San Rafael,CA,No asignado,97562,S12_1108,Classic Cars,32,100.0,207,3560.64,5391.0,2005,1,Sunday,1830.36,0.51
10382,2005-02-17,San Rafael,CA,No asignado,97562,S12_1108,Classic Cars,34,100.0,207,3823.64,5733.65,2005,2,Thursday,1910.01,0.5
10395,2005-03-17,Paris,No asignado,EMEA,75508,S12_1108,Classic Cars,33,69.12,207,2280.96,2240.7,2005,3,Thursday,-40.26,-0.02
10413,2005-05-05,Bridgewater,CT,No asignado,97562,S12_1108,Classic Cars,36,100.0,207,8677.8,6908.38,2005,5,Thursday,-1769.42,-0.2
10103,2003-01-29,Stavern,No asignado,EMEA,4110,S12_1666,Trucks and Buses,27,100.0,136,3394.98,3623.51,2003,1,Wednesday,228.53,0.07
10113,2003-03-26,San Rafael,CA,No asignado,97562,S12_1666,Trucks and Buses,21,100.0,136,3415.44,2966.88,2003,3,Wednesday,-448.56,-0.13
10126,2003-05-28,Madrid,No asignado,EMEA,28023,S12_1666,Trucks and Buses,21,100.0,136,2439.57,2874.08,2003,5,Wednesday,434.51,0.18
10140,2003-07-24,Burlingame,CA,No asignado,94217,S12_1666,Trucks and Buses,38,100.0,136,4829.8,5495.14,2003,7,Thursday,665.34,0.14
10150,2003-09-19,Singapore,No asignado,Japan,79903,S12_1666,Trucks and Buses,30,100.0,136,4100.1,3864.16,2003,9,Friday,-235.94,-0.06
10164,2003-10-21,Graz,No asignado,EMEA,8010,S12_1666,Trucks and Buses,49,100.0,136,6563.06,6614.9,2003,10,Tuesday,51.84,0.01
10174,2003-11-06,South Brisbane,Queensland,APAC,4101,S12_1666,Trucks and Buses,43,100.0,136,6817.22,6125.97,2003,11,Thursday,-691.25,-0.1
10183,2003-11-13,Philadelphia,PA,No asignado,71270,S12_1666,Trucks and Buses,41,100.0,136,6163.94,6048.38,2003,11,Thursday,-115.56,-0.02
10194,2003-11-25,Lyon,No asignado,EMEA,69004,S12_1666,Trucks and Buses,38,100.0,136,4933.92,5467.99,2003,11,Tuesday,534.07,0.11
10206,2003-12-05,Vancouver,BC,No asignado,V3F 2K1,S12_1666,Trucks and Buses,28,100.0,136,4056.36,3498.7,2003,12,Friday,-557.66,-0.14
10216,2004-02-02,Versailles,No asignado,EMEA,78000,S12_1666,Trucks and Buses,43,100.0,136,5759.42,5866.0,2004,2,Monday,106.58,0.02
10229,2004-03-11,San Rafael,CA,No asignado,97562,S12_1666,Trucks and Buses,25,100.0,136,3451.0,3203.53,2004,3,Thursday,-247.47,-0.07
10245,2004-05-04,New Haven,CT,No asignado,97823,S12_1666,Trucks and Buses,38,100.0,136,5920.4,5495.14,2004,5,Tuesday,-425.26,-0.07
10258,2004-06-15,Minato-ku,Tokyo,Japan,106-0032,S12_1666,Trucks and Buses,41,100.0,136,6668.24,6042.29,2004,6,Tuesday,-625.95,-0.09
10270,2004-07-19,Chatswood,NSW,APAC,2067,S12_1666,Trucks and Buses,28,100.0,136,4094.72,3525.38,2004,7,Monday,-569.34,-0.14
10281,2004-08-19,Allentown,PA,No asignado,70267,S12_1666,Trucks and Buses,25,100.0,136,2938.5,3147.56,2004,8,Thursday,209.06,0.07
10291,2004-09-08,Boras,No asignado,EMEA,S-844 67,S12_1666,Trucks and Buses,41,100.0,136,6387.8,5954.6,2004,9,Wednesday,-433.2,-0.07
10304,2004-10-11,Versailles,No asignado,EMEA,78000,S12_1666,Trucks and Buses,39,100.0,136,6396.0,5693.12,2004,10,Monday,-702.88,-0.11
10313,2004-10-22,Vancouver,BC,No asignado,V3F 2K1,S12_1666,Trucks and Buses,21,100.0,136,2669.1,2898.09,2004,10,Friday,228.99,0.09
10322,2004-11-04,Nashua,NH,No asignado,62005,S12_1666,Trucks and Buses,27,100.0,136,4784.13,3558.74,2004,11,Thursday,-1225.39,-0.26
10333,2004-11-18,San Francisco,CA,No asignado,00000,S12_1666,Trucks and Buses,33,99.21,136,3273.93,3259.48,2004,11,Thursday,-14.45,-0.0
10347,2004-11-29,Melbourne,Victoria,APAC,3004,S12_1666,Trucks and Buses,29,100.0,136,3586.43,3861.95,2004,11,Monday,275.52,0.08
10357,2004-12-10,San Rafael,CA,No asignado,97562,S12_1666,Trucks and Buses,49,100.0,136,5960.36,6418.06,2004,12,Friday,457.7,0.08
10370,2005-01-20,North Sydney,NSW,APAC,2060,S12_1666,Trucks and Buses,49,100.0,136,8470.14,6977.64,2005,1,Thursday,-1492.5,-0.18
10381,2005-02-17,San Francisco,CA,No asignado,00000,S12_1666,Trucks and Buses,20,100.0,136,2952.0,2900.2,2005,2,Thursday,-51.8,-0.02
10391,2005-03-09,North Sydney,NSW,APAC,2060,S12_1666,Trucks and Buses,39,63.2,136,2464.8,2452.63,2005,3,Wednesday,-12.17,-0.0
10411,2005-05-01,Montreal,Quebec,No asignado,H1J 1C3,S12_1666,Trucks and Buses,40,100.0,136,6232.0,6024.68,2005,5,Sunday,-207.32,-0.03
10424,2005-05-31,Madrid,No asignado,EMEA,28034,S12_1666,Trucks and Buses,49,100.0,136,7969.36,6630.63,2005,5,Tuesday,-1338.73,-0.17
10107,2003-02-24,NYC,NY,No asignado,10022,S12_2823,Motorcycles,21,100.0,150,3036.6,3374.26,2003,2,Monday,337.66,0.11
10121,2003-05-07,Reims,No asignado,EMEA,51100,S12_2823,Motorcycles,50,100.0,150,8284.0,7926.09,2003,5,Wednesday,-357.91,-0.04
10134,2003-07-01,Paris,No asignado,EMEA,75508,S12_2823,Motorcycles,20,100.0,150,2711.2,3047.88,2003,7,Tuesday,336.68,0.12
10145,2003-08-25,Pasadena,CA,No asignado,90003,S12_2823,Motorcycles,49,100.0,150,8339.8,7295.65,2003,8,Monday,-1044.15,-0.13
10159,2003-10-10,San Francisco,CA,No asignado,00000,S12_2823,Motorcycles,38,100.0,150,6238.84,6256.69,2003,10,Friday,17.85,0.0
10169,2003-11-04,North Sydney,NSW,APAC,2060,S12_2823,Motorcycles,35,100.0,150,4639.25,4879.92,2003,11,Tuesday,240.67,0.05
10180,2003-11-11,Lille,No asignado,EMEA,59000,S12_2823,Motorcycles,40,100.0,150,6747.6,6078.56,2003,11,Tuesday,-669.04,-0.1
10189,2003-11-18,Pasadena,CA,No asignado,90003,S12_2823,Motorcycles,28,100.0,150,4512.48,4276.61,2003,11,Tuesday,-235.87,-0.05
10201,2003-12-01,San Francisco,CA,No asignado,00000,S12_2823,Motorcycles,25,100.0,150,4029.0,3942.19,2003,12,Monday,-86.81,-0.02
10211,2004-01-15,Paris,No asignado,EMEA,75016,S12_2823,Motorcycles,36,100.0,150,4771.8,5164.4,2004,1,Thursday,392.6,0.08
10224,2004-02-21,Lille,No asignado,EMEA,59000,S12_2823,Motorcycles,43,100.0,150,6087.94,6324.43,2004,2,Saturday,236.49,0.04
10237,2004-04-05,NYC,NY,No asignado,10022,S12_2823,Motorcycles,32,100.0,150,4193.28,4512.97,2004,4,Monday,319.69,0.08
10251,2004-05-18,Newark,NJ,No asignado,94019,S12_2823,Motorcycles,46,100.0,150,7552.28,7079.1,2004,5,Tuesday,-473.18,-0.06
10263,2004-06-28,Bridgewater,CT,No asignado,97562,S12_2823,Motorcycles,48,100.0,150,6434.4,6988.72,2004,6,Monday,554.32,0.09
10276,2004-08-02,Brickhaven,MA,No asignado,58339,S12_2823,Motorcycles,43,100.0,150,5181.5,6611.67,2004,8,Monday,1430.17,0.28
10285,2004-08-27,Cambridge,MA,No asignado,51247,S12_2823,Motorcycles,49,100.0,150,6863.92,7295.65,2004,8,Friday,431.73,0.06
10299,2004-09-30,Helsinki,No asignado,EMEA,21240,S12_2823,Motorcycles,24,100.0,150,4157.04,3965.63,2004,9,Thursday,-191.41,-0.05
10309,2004-10-15,Stavern,No asignado,EMEA,4110,S12_2823,Motorcycles,26,100.0,150,4660.24,3724.51,2004,10,Friday,-935.73,-0.2
10319,2004-11-03,NYC,NY,No asignado,10022,S12_2823,Motorcycles,30,100.0,150,4111.8,4338.66,2004,11,Wednesday,226.86,0.06
10329,2004-11-15,NYC,NY,No asignado,10022,S12_2823,Motorcycles,24,100.0,150,3542.64,3995.27,2004,11,Monday,452.63,0.13
10341,2004-11-24,Salzburg,No asignado,EMEA,5020,S12_2823,Motorcycles,55,100.0,150,8118.55,8154.09,2004,11,Wednesday,35.54,0.0
10362,2005-01-05,Burlingame,CA,No asignado,94217,S12_2823,Motorcycles,22,100.0,150,3877.06,3648.62,2005,1,Wednesday,-228.44,-0.06
10375,2005-02-03,Nantes,No asignado,EMEA,44000,S12_2823,Motorcycles,49,78.92,150,3867.08,3876.38,2005,2,Thursday,9.3,0.0
10388,2005-03-03,New Bedford,MA,No asignado,50553,S12_2823,Motorcycles,44,100.0,150,5951.44,6702.67,2005,3,Thursday,751.23,0.13
10403,2005-04-08,Liverpool,Isle of Wight,EMEA,WX1 6LT,S12_2823,Motorcycles,66,100.0,150,8648.64,9451.24,2005,4,Friday,802.6,0.09
10417,2005-05-13,Madrid,No asignado,EMEA,28034,S12_2823,Motorcycles,21,100.0,150,3447.78,3257.03,2005,5,Friday,-190.75,-0.06
10104,2003-01-31,Madrid,No asignado,EMEA,28034,S12_3148,Classic Cars,34,100.0,151,5958.5,5093.02,2003,1,Friday,-865.48,-0.15
10117,2003-04-16,Singapore,No asignado,Japan,79903,S12_3148,Classic Cars,43,100.0,151,5911.64,6471.87,2003,4,Wednesday,560.23,0.09
10127,2003-06-03,NYC,NY,No asignado,10022,S12_3148,Classic Cars,46,100.0,151,7366.44,7202.69,2003,6,Tuesday,-163.75,-0.02
10142,2003-08-08,San Rafael,CA,No asignado,97562,S12_3148,Classic Cars,33,100.0,151,4985.64,4709.72,2003,8,Friday,-275.92,-0.06
10153,2003-09-28,Madrid,No asignado,EMEA,28034,S12_3148,Classic Cars,42,100.0,151,5393.64,6126.99,2003,9,Sunday,733.35,0.14
10165,2003-10-22,Singapore,No asignado,Japan,79903,S12_3148,Classic Cars,34,100.0,151,4880.02,4998.49,2003,10,Wednesday,118.47,0.02
10176,2003-11-06,Reggio Emilia,No asignado,EMEA,42100,S12_3148,Classic Cars,47,100.0,151,8378.69,6554.31,2003,11,Thursday,-1824.38,-0.22
10185,2003-11-14,New Bedford,MA,No asignado,50553,S12_3148,Classic Cars,33,100.0,151,4038.21,4717.04,2003,11,Friday,678.83,0.17
10196,2003-11-26,New Haven,CT,No asignado,97823,S12_3148,Classic Cars,24,100.0,151,3807.12,3916.94,2003,11,Wednesday,109.82,0.03
10208,2004-01-02,Lyon,No asignado,EMEA,69004,S12_3148,Classic Cars,26,100.0,151,3142.36,3679.58,2004,1,Friday,537.22,0.17
10220,2004-02-12,Dublin,No asignado,EMEA,2,S12_3148,Classic Cars,30,100.0,151,4713.6,4540.19,2004,2,Thursday,-173.41,-0.04
10230,2004-03-15,Frankfurt,No asignado,EMEA,60528,S12_3148,Classic Cars,43,100.0,151,7016.31,6370.83,2004,3,Monday,-645.48,-0.09
10247,2004-05-05,Espoo,No asignado,EMEA,FIN-02271,S12_3148,Classic Cars,25,100.0,151,4381.25,3880.32,2004,5,Wednesday,-500.93,-0.11
10272,2004-07-20,Allentown,PA,No asignado,70267,S12_3148,Classic Cars,27,100.0,151,4283.01,4375.36,2004,7,Tuesday,92.35,0.02
10282,2004-08-20,San Rafael,CA,No asignado,97562,S12_3148,Classic Cars,27,100.0,151,4364.82,4367.96,2004,8,Friday,3.14,0.0
10293,2004-09-09,Torino,No asignado,EMEA,10100,S12_3148,Classic Cars,24,100.0,151,4242.24,3979.13,2004,9,Thursday,-263.11,-0.06
10306,2004-10-14,Manchester,Isle of Wight,EMEA,EC2 5NT,S12_3148,Classic Cars,34,100.0,151,4982.7,5035.49,2004,10,Thursday,52.79,0.01
10314,2004-10-22,Aaarhus,No asignado,EMEA,8200,S12_3148,Classic Cars,46,100.0,151,6393.54,6441.63,2004,10,Friday,48.09,0.01
10324,2004-11-05,NYC,NY,No asignado,10022,S12_3148,Classic Cars,27,54.33,151,1466.91,1463.81,2004,11,Friday,-3.1,-0.0
10336,2004-11-20,Paris,No asignado,EMEA,75012,S12_3148,Classic Cars,33,100.0,151,4059.33,4691.98,2004,11,Saturday,632.65,0.16
10348,2004-11-01,Madrid,No asignado,EMEA,28023,S12_3148,Classic Cars,47,100.0,151,4801.52,6430.41,2004,11,Monday,1628.89,0.34
10358,2004-12-10,Madrid,No asignado,EMEA,28034,S12_3148,Classic Cars,49,55.34,151,2711.66,2725.54,2004,12,Friday,13.88,0.01
10372,2005-01-26,Minato-ku,Tokyo,Japan,106-0032,S12_3148,Classic Cars,40,100.0,151,5862.0,6122.3,2005,1,Wednesday,260.3,0.04
10382,2005-02-17,San Rafael,CA,No asignado,97562,S12_3148,Classic Cars,37,100.0,151,4071.85,5902.85,2005,2,Thursday,1831.0,0.45
10413,2005-05-05,Bridgewater,CT,No asignado,97562,S12_3148,Classic Cars,47,100.0,151,8236.75,7221.57,2005,5,Thursday,-1015.18,-0.12
10108,2003-03-03,Makati City,No asignado,Japan,1227 MM,S12_3380,Classic Cars,45,100.0,117,6130.35,4915.42,2003,3,Monday,-1214.93,-0.2
10122,2003-05-08,Marseille,No asignado,EMEA,13008,S12_3380,Classic Cars,37,99.82,117,3693.34,3858.05,2003,5,Thursday,164.71,0.04
10135,2003-07-02,San Rafael,CA,No asignado,97562,S12_3380,Classic Cars,48,100.0,117,6031.68,5770.64,2003,7,Wednesday,-261.04,-0.04
10147,2003-09-05,Brickhaven,MA,No asignado,58339,S12_3380,Classic Cars,31,100.0,117,3494.94,3838.0,2003,9,Friday,343.06,0.1
10160,2003-10-11,Los Angeles,CA,No asignado,00000,S12_3380,Classic Cars,46,100.0,117,5294.14,5750.36,2003,10,Saturday,456.22,0.09
10170,2003-11-04,Graz,No asignado,EMEA,8010,S12_3380,Classic Cars,47,100.0,117,5464.69,5664.33,2003,11,Tuesday,199.64,0.04
10181,2003-11-12,Bergen,No asignado,EMEA,N 5804,S12_3380,Classic Cars,28,100.0,117,2860.76,3113.67,2003,11,Wednesday,252.91,0.09
10191,2003-11-20,Koln,No asignado,EMEA,50739,S12_3380,Classic Cars,40,100.0,117,5590.0,4582.54,2003,11,Thursday,-1007.46,-0.18
10203,2003-12-02,Madrid,No asignado,EMEA,28034,S12_3380,Classic Cars,20,100.0,117,2254.8,2324.08,2003,12,Tuesday,69.28,0.03
10212,2004-01-16,Madrid,No asignado,EMEA,28034,S12_3380,Classic Cars,39,100.0,117,4946.76,4849.45,2004,1,Friday,-97.31,-0.02
10225,2004-02-22,Gensve,No asignado,EMEA,1203,S12_3380,Classic Cars,25,99.82,117,2495.5,2669.38,2004,2,Sunday,173.88,0.07
10238,2004-04-09,Kobenhavn,No asignado,EMEA,1734,S12_3380,Classic Cars,29,100.0,117,3167.38,3418.59,2004,4,Friday,251.21,0.08
10253,2004-06-01,Liverpool,Isle of Wight,EMEA,WX1 6LT,S12_3380,Classic Cars,22,100.0,117,2402.84,2595.57,2004,6,Tuesday,192.73,0.08
10266,2004-07-06,Reggio Emilia,No asignado,EMEA,42100,S12_3380,Classic Cars,22,100.0,117,2454.54,2595.57,2004,7,Tuesday,141.03,0.06
10276,2004-08-02,Brickhaven,MA,No asignado,58339,S12_3380,Classic Cars,47,100.0,117,5464.69,5825.5,2004,8,Monday,360.81,0.07
10287,2004-08-30,Gensve,No asignado,EMEA,1203,S12_3380,Classic Cars,45,100.0,117,4756.5,4914.59,2004,8,Monday,158.09,0.03
10300,2003-10-04,Frankfurt,No asignado,EMEA,60528,S12_3380,Classic Cars,29,100.0,117,3984.6,3418.59,2003,10,Saturday,-566.01,-0.14
10310,2004-10-16,Koln,No asignado,EMEA,50739,S12_3380,Classic Cars,24,100.0,117,3100.32,2920.43,2004,10,Saturday,-179.89,-0.06
10320,2004-11-03,Lule,No asignado,EMEA,S-958 22,S12_3380,Classic Cars,35,100.0,117,4850.3,4238.38,2004,11,Wednesday,-611.92,-0.13
10329,2004-11-15,NYC,NY,No asignado,10022,S12_3380,Classic Cars,46,83.63,117,3846.98,3833.91,2004,11,Monday,-13.07,-0.0
10341,2004-11-24,Salzburg,No asignado,EMEA,5020,S12_3380,Classic Cars,44,95.93,117,4220.92,4231.48,2004,11,Wednesday,10.56,0.0
10363,2005-01-06,Espoo,No asignado,EMEA,FIN-02271,S12_3380,Classic Cars,34,96.73,117,3288.82,3296.48,2005,1,Thursday,7.66,0.0
10376,2005-02-08,Glendale,CA,No asignado,92561,S12_3380,Classic Cars,35,100.0,117,3987.2,4154.88,2005,2,Tuesday,167.68,0.04
10389,2005-03-03,Boras,No asignado,EMEA,S-844 67,S12_3380,Classic Cars,25,72.38,117,1809.5,1825.19,2005,3,Thursday,15.69,0.01
10419,2005-05-17,Salzburg,No asignado,EMEA,5020,S12_3380,Classic Cars,10,100.0,117,1092.2,1564.8,2005,5,Tuesday,472.6,0.43
10105,2003-02-11,Kobenhavn,No asignado,EMEA,1734,S12_3891,Classic Cars,29,100.0,173,4566.05,5107.45,2003,2,Tuesday,541.4,0.12
10117,2003-04-16,Singapore,No asignado,Japan,79903,S12_3891,Classic Cars,39,100.0,173,5938.14,6838.91,2003,4,Wednesday,900.77,0.15
10127,2003-06-03,NYC,NY,No asignado,10022,S12_3891,Classic Cars,42,100.0,173,8138.76,7165.34,2003,6,Tuesday,-973.42,-0.12
10142,2003-08-08,San Rafael,CA,No asignado,97562,S12_3891,Classic Cars,46,100.0,173,9470.94,8360.52,2003,8,Friday,-1110.42,-0.12
10153,2003-09-28,Madrid,No asignado,EMEA,28034,S12_3891,Classic Cars,49,100.0,173,7036.89,7794.35,2003,9,Sunday,757.46,0.11
10165,2003-10-22,Singapore,No asignado,Japan,79903,S12_3891,Classic Cars,27,100.0,173,5559.03,4415.9,2003,10,Wednesday,-1143.13,-0.21
10176,2003-11-06,Reggio Emilia,No asignado,EMEA,42100,S12_3891,Classic Cars,50,100.0,173,7872.5,8653.13,2003,11,Thursday,780.63,0.1
10185,2003-11-14,New Bedford,MA,No asignado,50553,S12_3891,Classic Cars,43,100.0,173,7886.2,7676.97,2003,11,Friday,-209.23,-0.03
10196,2003-11-26,New Haven,CT,No asignado,97823,S12_3891,Classic Cars,38,100.0,173,7232.16,6935.67,2003,11,Wednesday,-296.49,-0.04
10208,2004-01-02,Lyon,No asignado,EMEA,69004,S12_3891,Classic Cars,20,100.0,173,3114.4,3097.09,2004,1,Friday,-17.31,-0.01
10220,2004-02-12,Dublin,No asignado,EMEA,2,S12_3891,Classic Cars,27,100.0,173,5045.22,4477.74,2004,2,Thursday,-567.48,-0.11
10231,2004-03-19,Madrid,No asignado,EMEA,28023,S12_3891,Classic Cars,49,100.0,173,6952.12,7794.35,2004,3,Friday,842.23,0.12
10247,2004-05-05,Espoo,No asignado,EMEA,FIN-02271,S12_3891,Classic Cars,27,100.0,173,4157.73,4483.65,2004,5,Wednesday,325.92,0.08
10272,2004-07-20,Allentown,PA,No asignado,70267,S12_3891,Classic Cars,39,100.0,173,7962.24,6927.2,2004,7,Tuesday,-1035.04,-0.13
10282,2004-08-20,San Rafael,CA,No asignado,97562,S12_3891,Classic Cars,24,100.0,173,3778.8,3635.51,2004,8,Friday,-143.29,-0.04
10293,2004-09-09,Torino,No asignado,EMEA,10100,S12_3891,Classic Cars,45,100.0,173,8253.0,7743.16,2004,9,Thursday,-509.84,-0.06
10306,2004-10-14,Manchester,Isle of Wight,EMEA,EC2 5NT,S12_3891,Classic Cars,20,100.0,173,3633.4,3098.62,2004,10,Thursday,-534.78,-0.15
10314,2004-10-22,Aaarhus,No asignado,EMEA,8200,S12_3891,Classic Cars,36,100.0,173,6913.8,6566.06,2004,10,Friday,-347.74,-0.05
10325,2004-11-05,Stavern,No asignado,EMEA,4110,S12_3891,Classic Cars,24,100.0,173,2583.6,3494.27,2004,11,Friday,910.67,0.35
10336,2004-11-20,Paris,No asignado,EMEA,75012,S12_3891,Classic Cars,49,63.38,173,3105.62,3119.12,2004,11,Saturday,13.5,0.0
10349,2004-12-01,NYC,NY,No asignado,10022,S12_3891,Classic Cars,26,100.0,173,4408.56,4134.01,2004,12,Wednesday,-274.55,-0.06
10359,2004-12-15,Reims,No asignado,EMEA,51100,S12_3891,Classic Cars,49,62.09,173,3042.41,3017.88,2004,12,Wednesday,-24.53,-0.01
10372,2005-01-26,Minato-ku,Tokyo,Japan,106-0032,S12_3891,Classic Cars,34,100.0,173,5941.5,5890.15,2005,1,Wednesday,-51.35,-0.01
10382,2005-02-17,San Rafael,CA,No asignado,97562,S12_3891,Classic Cars,34,95.35,173,3241.9,3324.34,2005,2,Thursday,82.44,0.03
10396,2005-03-23,San Rafael,CA,No asignado,97562,S12_3891,Classic Cars,33,100.0,173,6109.29,5505.15,2005,3,Wednesday,-604.14,-0.1
10413,2005-05-05,Bridgewater,CT,No asignado,97562,S12_3891,Classic Cars,22,100.0,173,3387.78,3533.94,2005,5,Thursday,146.16,0.04
10108,2003-03-03,Makati City,No asignado,Japan,1227 MM,S12_3990,Classic Cars,39,89.38,79,3485.82,3450.82,2003,3,Monday,-35.0,-0.01
10122,2003-05-08,Marseille,No asignado,EMEA,13008,S12_3990,Classic Cars,32,63.84,79,2042.88,2036.31,2003,5,Thursday,-6.57,-0.0
10135,2003-07-02,San Rafael,CA,No asignado,97562,S12_3990,Classic Cars,24,75.01,79,1800.24,1811.17,2003,7,Wednesday,10.93,0.01
10147,2003-09-05,Brickhaven,MA,No asignado,58339,S12_3990,Classic Cars,21,63.84,79,1340.64,1342.67,2003,9,Friday,2.03,0.0
10159,2003-10-10,San Francisco,CA,No asignado,00000,S12_3990,Classic Cars,24,73.42,79,1762.08,1771.65,2003,10,Friday,9.57,0.01
10169,2003-11-04,North Sydney,NSW,APAC,2060,S12_3990,Classic Cars,36,63.84,79,2298.24,2297.86,2003,11,Tuesday,-0.38,-0.0
10181,2003-11-12,Bergen,No asignado,EMEA,N 5804,S12_3990,Classic Cars,20,81.4,79,1628.0,1609.39,2003,11,Wednesday,-18.61,-0.01
10191,2003-11-20,Koln,No asignado,EMEA,50739,S12_3990,Classic Cars,30,64.64,79,1939.2,1952.71,2003,11,Thursday,13.51,0.01
10203,2003-12-02,Madrid,No asignado,EMEA,28034,S12_3990,Classic Cars,44,82.99,79,3651.56,3656.03,2003,12,Tuesday,4.47,0.0
10211,2004-01-15,Paris,No asignado,EMEA,75016,S12_3990,Classic Cars,28,92.57,79,2591.96,2622.1,2004,1,Thursday,30.14,0.01
